Id,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,RecordTypeId,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,MobilePhone,Fax,Email,Website,PhotoUrl,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,IsUnreadByOwner,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawContactId,CleanStatus,CompanyDunsNumber,DandbCompanyId,EmailBouncedReason,EmailBouncedDate,IndividualId,SICCode__c,ProductInterest__c,Primary__c,CurrentGenerators__c,NumberofLocations__c
00Q3i000001hmJTEAY,,,Owenby,Pamela,Ms,Pamela Owenby,,"SVP, Technology",Hendrickson Trading,,,PA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""PA"",""street"":null}",(570) 326-1571,,,pam_owenby@hendricksontrading.com,,/services/images/photo/00Q3i000001hmJTEAY,,Partner Referral,Closed - Not Converted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,7267,GC5000 series,Yes,John Deere,3
00Q3i000001hmJUEAY,,,May,Norm,Mr,Norm May,,"VP, Facilities",Greenwich Media,,,OH,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":null}",(419) 289-3555,,,norm_may@greenwich.net,,/services/images/photo/00Q3i000001hmJUEAY,,Web,Working - Contacted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJVEAY,,,Stumuller,Pat,Ms,Pat Stumuller,,"SVP, Administration and Finance",Pyramid Construction Inc.,,,,,France,,,,"{""city"":null,""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":null}",33562156600,,,pat@pyramid.net,,/services/images/photo/00Q3i000001hmJVEAY,,Phone Inquiry,Closed - Converted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJWEAY,,,Young,Andy,Mr,Andy Young,,"SVP, Operations",Dickenson plc,,,KS,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""KS"",""street"":null}",(620) 241-6200,,,a_young@dickenson.com,,/services/images/photo/00Q3i000001hmJWEAY,,Purchased List,Closed - Converted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJXEAY,,,Akin,Kristen,Ms,Kristen Akin,,"Director, Warehouse Mgmt",Aethna Home Products,,,VA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""VA"",""street"":null}",(434) 369-3100,,,kakin@athenahome.com,,/services/images/photo/00Q3i000001hmJXEAY,,Partner Referral,Working - Contacted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJYEAY,,,Monaco,David,Mr,David Monaco,,CFO,Blues Entertainment Corp.,,,,,Japan,,,,"{""city"":null,""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":null}",(033) 452-1299,,,david@blues.com,,/services/images/photo/00Q3i000001hmJYEAY,,Purchased List,Working - Contacted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJZEAY,,,Crenshaw,Carolyn,Ms,Carolyn Crenshaw,,"VP, Technology",Ace Iron and Steel Inc.,,,AL,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AL"",""street"":null}",(251) 679-2200,,,carolync@aceis.com,,/services/images/photo/00Q3i000001hmJZEAY,,Phone Inquiry,Closed - Not Converted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJaEAI,,,Rogers,Jack,Mr.,Jack Rogers,,"VP, Facilities",Burlington Textiles Corp of America,525 S. Lexington Ave,Burlington,NC,27215,USA,,,,"{""city"":""Burlington"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27215"",""state"":""NC"",""street"":""525 S. Lexington Ave""}",(336) 222-7000,,(336) 222-8000,jrogers@btca.com,,/services/images/photo/00Q3i000001hmJaEAI,,Web,Closed - Converted,Apparel,Warm,350000000,9000,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,7267,GC5000 series,Yes,John Deere,3
00Q3i000001hmJbEAI,,,Dadio Jr,Bill,Mr,Bill Dadio Jr,,CFO,Zenith Industrial Partners,,,OH,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":null}",(614) 431-5000,,,bill_dadio@zenith.com,,/services/images/photo/00Q3i000001hmJbEAI,,Web,Closed - Not Converted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,7267,GC5000 series,Yes,John Deere,3
00Q3i000001hmJcEAI,,,Luce,Eugena,Ms,Eugena Luce,,CEO,Pacific Retail Group,,,MA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MA"",""street"":null}",(781) 270-6500,,,eluce@pacificretail.com,,/services/images/photo/00Q3i000001hmJcEAI,,Purchased List,Closed - Not Converted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJdEAI,,,Eberhard,Sandra,Ms,Sandra Eberhard,,"VP, Production",Highland Manufacturing Ltd.,,,CA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":null}",(626) 440-0700,,,sandra_e@highland.net,,/services/images/photo/00Q3i000001hmJdEAI,,Purchased List,Working - Contacted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i000001hmJeEAI,,,Bair,Betty,Ms,Betty Bair,,"VP, Administration",American Banking Corp.,,,PA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""PA"",""street"":null}",(610) 265-9100,,,bblair@abankingco.com,,/services/images/photo/00Q3i000001hmJeEAI,,Purchased List,Working - Contacted,,,,,0053i000000urgcAAA,,,,,,1,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:44:30.000+0000,0053i000000urgcAAA,2019-07-13T01:47:23.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00Q3i0000017OUIEA2,,,Bohrisch,Donald #TheAudiArmy,Mr.,Donald #TheAudiArmy Bohrisch,0123i000000H5hoAAC,,#TheAudiArmy,2195 W Chandler Blvd Suite # 100,Chandler,AZ,85224,USA,,,,"{""city"":""Chandler"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85224"",""state"":""AZ"",""street"":""2195 W Chandler Blvd Suite # 100""}",,6509189077,,donald@mstsolutions.com,https://www.mstsolutions.com/,/services/images/photo/00Q3i0000017OUIEA2,,,Open - Not Contacted,,,,,0053i000000urgcAAA,,,,,,,2019-07-17T17:48:50.000+0000,0053i000000urgcAAA,2019-07-17T17:48:50.000+0000,0053i000000urgcAAA,2019-07-17T17:48:50.000+0000,,2019-08-07T20:20:25.000+0000,2019-08-07T20:20:25.000+0000,,,Pending,,,,,,,,,,
00Q3i0000017OUNEA2,,,Rasberry,Ryan,Mr.,Ryan Rasberry,0123i000000H5hoAAC,,#GoldMember,,Los Angeles,CA,,USA,,,,"{""city"":""Los Angeles"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":null}",,,,,https://www.instagram.com/ryan_rasberry/,/services/images/photo/00Q3i0000017OUNEA2,,,Open - Not Contacted,,,,,0053i000000urgcAAA,,,,,,,2019-07-17T17:51:07.000+0000,0053i000000urgcAAA,2019-07-17T17:51:07.000+0000,0053i000000urgcAAA,2019-07-17T17:51:07.000+0000,,2019-07-17T17:51:08.000+0000,2019-07-17T17:51:08.000+0000,,,Pending,,,,,,,,,,
00Q3i0000017OUXEA2,,,Narvaez,Roy,Mr.,Roy Narvaez,0123i000000H5hoAAC,,Narvaez Racing,,,,,,,,,,,,,,https://www.instagram.com/_gotzzlamonster,/services/images/photo/00Q3i0000017OUXEA2,,,Open - Not Contacted,,,,,0053i000000urgcAAA,,,,,,,2019-07-17T17:53:02.000+0000,0053i000000urgcAAA,2019-07-17T17:53:02.000+0000,0053i000000urgcAAA,2019-07-17T17:53:02.000+0000,,2019-07-17T18:03:14.000+0000,2019-07-17T18:03:14.000+0000,,,Pending,,,,,,,,,,
00Q3i0000017OUDEA2,,,Thomas,Jack Nicholas,Mr.,Jack Nicholas Thomas,0123i000000H5hjAAC,,R1 Concepts,13140 Midway Pl,Cerritos,CA,90703,USA,,,,"{""city"":""Cerritos"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""90703"",""state"":""CA"",""street"":""13140 Midway Pl""}",(888) 712-6623,(888) 712-6623,,,https://www.r1concepts.com/,/services/images/photo/00Q3i0000017OUDEA2,,,Open - Not Contacted,,,,,0053i000000urgcAAA,,,,,,,2019-07-17T17:40:46.000+0000,0053i000000urgcAAA,2019-07-17T17:40:46.000+0000,0053i000000urgcAAA,2019-07-17T17:40:46.000+0000,,2019-07-17T17:40:48.000+0000,2019-07-17T17:40:48.000+0000,,,Pending,,,,,,,,,,
00Q3i0000017OFvEAM,,,Chin,Chris,Mr.,Chris Chin,0123i000000H5hjAAC,,Federal Tires,2929 S Harbor Blvd,Santa Ana,CA,92704,USA,,,,"{""city"":""Santa Ana"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92704"",""state"":""CA"",""street"":""2929 S Harbor Blvd""}",(949) 677-9900,,,,https://www.hotstickytires.com/,/services/images/photo/00Q3i0000017OFvEAM,Federal Tire via Hot and Sticky Tires is a proud Sponsor of #TheAudiArmy for optimal traction at events.,,Open - Not Contacted,,,,,0053i000000urgcAAA,,,,,,,2019-07-17T17:15:02.000+0000,0053i000000urgcAAA,2019-07-17T17:15:02.000+0000,0053i000000urgcAAA,2019-07-17T17:15:02.000+0000,,2019-08-07T20:23:24.000+0000,2019-08-07T20:23:24.000+0000,,,Pending,,,,,,,,,,
